doc_number,rating,text,summary_raw,review_raw,summary_tokens_length
9724,4.0,"grundig, pe, radio, good, fm, shortwave, sensitivity, almost, good, grundig, pe, specs, quite_good, expect, receiver, half, price, pe, power, better_than, pe, too, smaller, size, than, pe, good, designed, easy, use, controls, good, sound_quality, along, excellent, read, out, offers, good_value, radio, quickly, frequency, interested, fine, little, radio, four_stars",Grundig 300PE,"This radio has very good sensitvity to FM, MW and Shortwave.  Its sensitivity is almost as good as my Grundig 400PE, but some of the other specs aren't quite as good which I would expect for a receiver that is  about half the price of the 400 PE.  Its power consuption is better than  the 400 PE too.  It's smaller size (than the 400 PE), very good designed,  easy to use controls, good sound quality along with an excellent read out  offers a good value.  I like this radio's abliliy to quickly get to the  frequency I am interested in.  This is a fine little radio--- four stars.",2
9728,1.0,"star, good",One Star,good,1
9733,2.0,"not_work, car, gps, cleaning, not_work, cleaning, gps, dvd, car",Doesn't work for car GPS cleaning.,Didn't work for cleaning the GPS DVD in my car.,4
9741,5.0,"five_stars, thank, works, good",Five Stars,thank you it works very good,1
9742,3.0,"not, pick, bumps, playing, surface, micro, cleaning, brushes, not, pick, little, bumps, playing, surface, maxell, dvd, cleaner, came, quickly, opened, found, no, directions, written, inside, case, dust, cover, paper, said, instructions, rear, paper, out, looked, back, directions, dvd, enclosed, little, bumps, playing, surface, looked, defects, plastic, surface, picked, smooth, out, may, damaged, micro, cleaning, brushes, not, look, brushes, tiny, defect, bumps, plastic, film, surface, directions, say, replace, product, brush, becomes, visibly, worn, not, see, brush, anywhere, thought, maybe, missing, noticed, front, dust, cover, says, super, fine, brushes, figure, bumps, must, brushes, out, look, see, fact, look, brushes, ran, disc, directed, disk, played, showed, directions, screen, video, pictures, menu, choice, clean, disc, check, audio, speaker, check, audio, speaker, dvd_player, working, see, menu, heard, classical, background, watch, stuff, video, supposedly, cleaning, thru, first, run, dvd_player, still, not_play, video, dvds, running, cleaner, play, dvds, running, disc, around, still, not, write, discs, still, not, record, onto, dvd, fault, not, reading, dust, cover, carefully, picked, bumps, next, going, try, memorex, brushes, costs, lot, course, cleaning, not, result, fixing, dvd_player, recorder, nothing, since, may, causing, player_recorder, not_work, example, might, bad, circuit_board, thus, wish, make, review, comments, stars, post, review, main, lack, warning, bumps, open, case, piece, paper, warning, disc, says, leave, bumps, dvd, alone, tiny, cleaning, brushes, update, bought, memorex, laser, lens_cleaner, dvd, maxell, not, burn, record, ability, memorex, maxell, minute, cleaning, memorex, dvd_burner, recorder, copy, titles, hard_drive, dvd_drive, pioneer, dvr",DO NOT PICK AT THE BUMPS ON THE PLAYING SURFACE: Micro Cleaning Brushes,"DO NOT PICK AT THE 3 LITTLE BUMPS ON THE PLAYING SURFACE.

The Maxell 190050 DVD cleaner came quickly.  I opened it up & found no directions written inside the case.  Dust cover paper said instructions on rear; so after some tugging, I got the paper out & looked at its back for directions.  The DVD enclosed had 3 little bumps on the playing surface, which looked like defects in some plastic surface. So I mistakenly picked at them to smooth them out.  But that may have damaged the micro cleaning brushes. They don't look like brushes, but tiny defect bumps on a plastic film surface.  Directions say to replace product when brush (singular) becomes visibly worn. I don't see any brush anywhere.  I thought maybe it was missing until I noticed on the front dust cover it says, ""3 Super fine microfiber brushes."" So I figure those 3 bumps must be brushes, but I haven't got out a microscope to look to see if they in fact look like brushes.

I ran the disc as directed.  The disk played & showed directions on screen and video pictures with a menu of choice: like 1) clean disc 2) check L audio speaker , 23 check R audio speaker , etc. So my DVD player was working to the extent that I could see this menu & heard the classical musical background & watch stuff like clouds floating, plants & insects in a video, while it supposedly was cleaning.  But when I got thru on first run, my DVD player would still not play my video DVDs. But then after running the cleaner about 3X, I could now play my DVDs.  But after running the disc around 20X, it still would not write on the discs, that is, I still could not record onto a DVD.  It could be my fault for not reading the dust cover carefully and having picked at the bumps. But I am next going to try Memorex which advertises 6 brushes, but costs a lot more.

Of course if the cleaning does not result in fixing your DVD player / recorder, that proves nothing, since there may be some other malfunction causing your player/ recorder not to work (for example, you might have a bad capacitor on a circuit board).  Thus I wish I could make this review ""Comments Only,""  but you have to assign stars to post a review.

My main beef is lack of warning on the bumps when you open the case. There should be a piece of paper or warning on disc that says, LEAVE THE 3 BUMPS ON THE DVD ALONE; they are tiny cleaning brushes.

UPDATE:
I bought the Memorex LASER LENS CLEANER FOR DVD ( 32028015 ) after the Maxell did not restore burn/record ability.  The Memorex has more microbrushes that the Maxell.  After ~ 1 minute of cleaning, the Memorex restored the DVD burner/recorder so that I could now copy titles off my hard drive to my dvd drive (Pioneer DVR).",8
9773,3.0,"three_stars, works, expected",Three Stars,works as expected,1
9778,5.0,"good, buy, great, cleaner",Good buy,Great cleaner,2
9779,1.0,"star, really, not_make, things, better, dvd, still, freezes, brand_new, dvd",One Star,Really didn't make things any better DVD still freezes and stalls brand new DVD's,1
9791,3.0,"three_stars, ok",Three Stars,Just ok,1
9792,4.0,"quick, easy, easy, use, maxell, dvd, lens_cleaner, simply, start, easy",Quick and Easy,It was easy to use the Maxell DVD Lens Cleaner.  I simply put it in and clicked for it to start.  It was very easy.,2
9797,4.0,"good, need, good_job, picture, really, bad",Good to have before you need it.,Did a good job.  My picture wasn't really that bad...more of a maintenance item.,2
9802,3.0,"arrived, broken, seller, failed, use, adequate, packaging, arrived, broken, unable, use, parts, looks, though, disk, tiny, brushes, half, inch, too_small, effectively, clean, entire, lens, not_know, brushes, way, allow, entire, lens, cleaned, overall, diameter, individual, brush, less_than, standard, pin, hoped, wider, cover, full, lens",Arrived Broken,"The seller failed to use adequate packaging for this item, it arrived broken.  As such i was unable to use the item, however from inspecting the parts it looks as though the disk has 3 TINY brushes about a half an inch from each other glued to the underside.  Too small to effectively clean the entire lens.  I do not know if the brushes are staggered in such a way that they would allow for the entire lens to be cleaned.  But the overall diameter of an individual brush is less than that of a standard pin.  I would have hoped that it would have been a wider to cover the full width of the lens.",2
9803,2.0,"stars, not_work",Two Stars,Didn't work for me.,1
9813,5.0,"best, dvd, cleaner, bought, clean, works_well, happy, see, use, clean, cd_dvd, drive, new, laptop, pc, highly_recommend",Best Dvd cleaner!!!,I bought this to clean my grandsons PlayStation 3 and it works very well. I was happy to see that i can also use it to clean the Cd Dvd drive on my new laptop pc. Highly recommend!!!,3
9822,3.0,"three_stars, ok",Three Stars,ok,1
9823,1.0,"star, wanted, laser, cleaner, not, bunch, programs, no, use",One Star,"I wanted a laser cleaner, not a bunch of programs that I have no use for.",1
9825,5.0,"five_stars, works, advertised",Five Stars,Works as advertised...,1
9830,5.0,five_stars,Five Stars,A,1
9832,5.0,"five_stars, works_well",Five Stars,this item works well.,1
9834,1.0,"star, not, expected",One Star,This was not what I expected !!!,1
9836,3.0,"three_stars, satisfied, product",Three Stars,Satisfied with product,1
9837,5.0,"trusted, name, brand, great, cd_dvd, lens_cleaner, job, designed",Trusted Name Brand,A great CD/DVD lens cleaner.  It did the job it was designed to do.,3
9847,4.0,"four_stars, works, fast, good",Four Stars,works fast and good,1
9851,5.0,"five_stars, works, advertised",Five Stars,Works as advertised,1
9860,3.0,"three_stars, good",Three Stars,It's good.,1
9861,2.0,"stars, not, much, help, us, cleaner, recording",Two Stars,Didn't do much to help us with cleaner recording,1
9868,5.0,"great, cleaner, old, cd_dvd, no, good, dvd, works_great, really, clean, dvd_player",Great cleaner,I had the old one which was cd/dvd.  It was no good for dvd.  This works great!  Really clean the DVD player.,2
9869,3.0,"flimsy, brushes, brushes, seem, flimsy, job",Flimsy brushes,"Brushes seem flimsy, but did the job.",2
9878,4.0,"say, maxell, brand, another, great_product, performed, beautifully, purchase, arrived, super, fast, excellent, condition, easy, use, effective, computer, dvd_players, hope, enjoy, product, many, uses",What can I say about Maxell brand..,Another great product by Maxel; it performed beautifully. I would purchase it again.  It arrived super fast and in excellent condition.  It was easy to use and very effective with my computer and DVD players.  Hope you enjoy this product many uses as I did.,3
9880,1.0,"crap, disc, not, read, either, dvd_players, refund, requested, not, not_buy",Crap,This disc could not be read in either of my DVD players.  Refund requested.  Would not pruchase this item.  Do not buy!,1
9884,5.0,"five_stars, liked",Five Stars,liked it.,1
9891,4.0,"four_stars, good",Four Stars,Good,1
9896,3.0,"rio, well_designed, player, shipped, without, instructions, kind, audible, available, web, mine, not_play, mp, well, sound, fuzzy, distorted, use, mine, primarily, audio, books, not, huge, issue, check, right, away, playing, quality, not_allow, return, biggest_complaint, beginning, audio, track, song, not_know, products, awful, regard",Rio 500,"This is a very well designed player. It shipped without instructions of any kind (from Audible) but they are available on the web.
Mine doesn't play MP3s well, they sound fuzzy and distorted. As I use mine primarily for audio books it's not a huge issue. If you get one, check it right away for playing quality. I didn't and they won't allow me to return it now.
My biggest complaint is it's sensativity. If I bump it, it resets to the beginning of the audio track or song. I don't know if their other products do this but this one is awful in that regard.",1
9899,4.0,"great_product, crappy, software, rio, great, gym, train, listening, small_light, sounds_good, enough, listening, environment, noise, biggest_complaint, software, no, simple, way, download, songs, directly, device, folder, cd_rom, instead, import, songs, database, create, move, songs, another, manually, edit, database, every, song, moved, tedious, time, consuming, process, add, songs, database, move, valid, tell, entry, valid, another, paying, much, money, audio, player, seems, wrong, shell, out, another, unlock, software, short, great_product, songs, loaded, point, frustrating, times",Great Product but Crappy Software,"The RIO 500 is great for gym workouts, train listening, etc.  It's small, light and sounds good enough for listening in an environment with ambient noise.
My biggest complaint is the RIOPort software.  There is NO SIMPLE WAY to download songs directly to the device from a folder or CD ROM.  Instead, you have to import the songs into a database and then create playlists.  If you move songs from one subdirectory to another, you have to manually edit database entries for every song that you moved--a tedious and time-consuming process.  If you re-add the songs to the database after the move, you get duplicate entries, only one of which is valid.  However, you can't tell which entry is the valid one.
Another gripe--after paying this much money for an audio player, it seems wrong to have to shell out another $9.95 to unlock the software.
In short--great product once you get the songs loaded, but reaching that point is frustrating at times.",3
9909,1.0,"neat, technology, product, wow, frustrating, product, technology, rio, crazy, returning, product, problems, software, diamond, audible, program, rio, truly, worst, software, seen, many_years, crashes, frequently, pulling, out, documentation, joke, manual, pages, long, no, product, intuitive, not_need, manual, look, forward, lots, trial, error, learn, actually, hardware, part, ok, sound, rare, trouble, joy, returning, mine, looking, creative, next, generation, mp_player","neat technology, but immature product","Wow, what a frustrating product. The technology is so tantalizing, but the realization through the Rio 500 is so bug-ridden that it drove me crazy.  I  am returning the product.  Some of the problems:
o The software from  Diamond or from Audible to program the Rio is truly horrid, the worst  software I've seen in many years.  It crashes so frequently that you will  be pulling your hair out.
o The documentation is a joke! The  ""manual"" is two pages long. And no, the product isn't intuitive  so you don't need a manual. Look forward to lots of trial and error as you  learn it yourself.
Actually, the hardware part is OK and the sound is  joyous on those rare occasions when you can get it programmed. But for me,  the trouble overwhelms the joy.  I'll be returning mine and looking at a  Creative Nomad or some next-generation MP3 player.",4
9913,2.0,"wait, better, price, buy, rio, recently, received, rio, father, day, gift, wanted, audible, files, receive, unfortunately, returning, device, not, live, main, problems, low, volume, max, out, unit, not, enough, volume, out, background_noise, listening, unit, loud, environment, ie, coffee, house, poor, documentation, software, little, documentation, unit, describe, functions, scroll, wheel, figure_out, headphones, first, day, lost, foam, caps, replaced, fall, number, times, called, tech_support, volume, problems, responded, rio, better, volume, obvious, unable, talk, honestly, since, product, out, said, purchase, rio, give, thumbs, volume, rocks, functionality, controls, layout, since, cost, mb, internal_memory, expensive, long_run, think, happier",Wait for better price or buy Rio 600,"I just recently received the Rio 500 for a Father's Day gift. I wanted one to paly audible files so I was pleasently suprised to receive it. Unfortunately I'm returning it because the device doesn't live up to it's billing.
The main problems: 1) Low volume. Even max'd out the unit  doesn't have enough volume to drown out any background noise when listening  to the unit in a loud environment. ie. coffee house
2) Poor documentation  and software. There's little documentation with the unit to describe the  functions of the scroll wheel etc. you're on your own to figure it  out.
3) Headphones- the very first day I lost one of the foam caps and  had to have it replaced, only to have it fall off again a number of  times.
I called Tech support about the volume problems and they just  responded that the Rio 600 has better volume. It was obvious that they were  unable to talk honestly about the 500 since it is a product that is being  phased out.
Having said all of this I did purchase the Rio 600 and I give  it two thumbs up. The volume rocks and it has more functionality to the  controls and the layout. Since the 600 cost over $100. and has only 32MB of  internal memory it's more expensive but in the long run I think you'll be  happier.",5
9914,5.0,"seamless, mac, platform, rio, great, mp_player, reviewer, opinion, best, market, currently, size, smaller_than, pack, cigarettes, weight, recommend, shirt, pocket, especially, day, skip, included, belt, clip, definitely_not, pull, interface, usb, macintosh, seamless, included, software, mp, mac, application, decades, need, know, work, plug, drag, drop, organizing, rio, no_trouble, already, become, mp_player, choice, too, rio, takes, cards, handle, size, including, mb, cards, mine, works_perfectly, mb, sandisk, card, mb, perfect, listening, full, minute, cd, recording, say, sound_quality, great_sound, out, phones, cassette_adapter, use, playback, mp, car, complaint, included, ear, terrible, fact, stay, alternative, headphones, used, drain, power, source, aa, battery, rather, quickly, solution, might, high, capacity",Seamless integration with the Mac platform,"The Rio500 is a great MP3 player - in this reviewer's opinion, the best on the market currently.  Its size (smaller than a pack of cigarettes) and weight (about an oz.) recommend it to shirt-pocket musicophiles and,  especially, athletes! (You can jog all day with nary a skip, and with the  included netting belt-clip, it will definitely NOT pull your jogging shorts  down, weighing about the same as a pager.)
Interface with any USB  Macintosh is seamless, and the included software, Casady & Greene's  SoundJam MP, is the finest Mac application in decades.  All you need to  know is how to work the plug, and how to drag and drop, and you'll be  organizing your Rio playlists with no trouble.  If it isn't already,  SoundJam will become your MP3 player of choice, too.
The Rio takes  SmartMedia cards and can reportedly handle any size, including the upcoming  100+ MB cards; mine works perfectly with a 32 MB Sandisk SmartMedia card.  (96 MB is just about perfect for listening to a full 72-minute CD  recording, say of Beethoven's Fifth, at 160 kbps sound quality.)
I also  get great sound out of a phones-to-cassette adapter, which I use to  playback MP3's in my car.  My only complaint is that the included ear-beads  are terrible, both acoustically and for the fact that they just won't stay  in!  Alternative headphones can be used, but drain the power source (1 AA  battery) rather quickly.  A solution might be NiMH high capacity  rechargables.",4
9915,1.0,"wish, give, negative, rating, diamond, created, major, product, never, purchase, another, diamond, product, nor, allow, someone, hearing, out, first, box, says, firmware, support, higher, memory, capacity, later, time, already, bought, said, not, upgrade, firmware, past, mb, cards, huge, came, owners, since, companies, supporting, mb, cards, finally, new, rio, support, memory, cards, buy, product, memory, expensive, part, sort, pack, new, rio, use, proprietary, type, memory, means, use, pda, camera, pay, lot, money, too, product, highly, often, huge, battery, issues, instance, data, battery, unit, reset, factory, happens, lot, unlike, usb, products, powered, usb, bus, rio, batteries, crazy, transferring, files, end, brand_new, battery, every_time, transfer, files, not_want, deal, factory, reset, usb_cable, not, sold, anywhere, replacement, rd, party, software, download, mp, rio, comes, useless, comes, rd, party, software, use, days, thankfully, musicmatch, take, care, rio, not, upgraded, support, new, half, size, mp, rio, comes, obviously, recognizing, new, way, go, support, older, products, not, older, product, current, product, available, date, not, shelling, out, unit, willing, upgrade, another, player, months, feeling, upset, bit",I wish I could give it a negative rating,"Diamond/S3 has created a MAJOR dud w/ this product. I will never again purchase another Diamond/S3 product, nor will I allow someone to do so w/o hearing me out first.
For starters - the box says that it's firmware is upgradeable to  support higher memory capacity at a later time.  Then after we'd already  bought it - they said they wouldn't upgrade the firmware past 32MB cards.  A huge uproar came about from all the owners since other companies were  supporting the 64MB cards.  Finally they relented.
Then the new Rio's  won't support the memory cards that you buy for this product.  And memory  is the most expensive part.  There won't even be some sort of an expansion  pack - the new Rio's will use a proprietary type of memory which means you  can't use it in your PDA or Camera - and you'll pay a lot of money for it  too.
Then, there product is HIGHLY bugey.  Crashing often, it has huge  battery issues.  For instance - if you're transfering data and the battery  dies then the unit has to be reset at the FACTORY.  And this happens a LOT  because unlike other USB products that are powered off the USB Bus, the Rio  drains batteries like CRAZY when transferring files.  I end up having to  put in a brand new battery every time I transfer files just because I don't  want to deal w/ a Factory Reset.
The USB cable - not sold anywhere so you  can't get a replacement. You HAVE to get 3rd party software to download MP3's  to the Rio because what it comes w/ is Useless.  The CDROM it comes w/ has  3rd party software that you can only use for 30 days, thankfully MusicMatch  and RealJukebox will take care of that.
The Rio500 will not be upgraded  to support some of the new codecs (WMA) which are half the size of MP3's.  The Rio600 comes w/ it - so obviously they're recognizing that this new  Codec is the way to go, but they won't support their older products.
And why not?  This ""older"" product is the most current product  available by them to date.  And it's not like after shelling out $275 for a  unit,  you're willing to ""upgrade"" to another player in 6  months!
Are you getting the feeling that they've upset me a bit!",4
9916,4.0,"sony, dvp, another, sony, hit, sony, sure, come, another, great, hit, dvd_player, ever_need, buy, price, features, beat, features, details, us, technical, alot, specs, typical, dvd_players, sony, avery, well, unit, not, techie, go, local_store, features, sony, precision, drive, system, advanced, smoothscan, high_speed, search, bit, risc, processor, slow, motion, forward, reverse, bit, video, mhz, processing, component, video, output, pr, digital, video, noise_reduction, dolby_digital, channel, decoder, full, sony, digital, sound, modes, movie, playback, display, lets, name, cds, khz, bit, pcm, capability, dts, digital_output, outboard, decoder, cd, text, dvd, compatible, discs, way, picture, navigation, superior, menu, control, shuttle, ring, menu, disc, control, quick, dial, access, cd, tracks, dvd, chapters, dvd, multi, brand, remote, keys, keys, cool, system, plays, dvd, video, plays, cd, digital, audio, plays, video, cd, precision, drive, system, sony, second, generation, design, includes, dynamic, focus, tilt, control, advanced, dsp, system, superb, tracking, disc, imperfections, high_speed, fast, track, chapter, access, digital, rf, processing, dsp, dvd, text, cd, displays, titles, information, compatible, dvds, displays, song, titles, artist, name, disc, titles, compatible, cds, video, smoothscan, bit, risc, processor, bit, mhz, video, digital, video, noise_reduction, circuit, video, noise, tiny, color, picture, video, ever, use, tap, conversion, smoothscan, high_speed, search, uses, bit, risc, superior, quality, frame, advance, slow, motion, speed, high_speed, search, speed, forward, reverse, forward, reverse, smoothscan, enhanced, slow, speed, performance, forward, reverse, frame, frame, forward, reverse, dvd, repeat, program, dvd, play, audio, khz, bit, pcm, dolby_digital, channel, processing, built, dolby_digital, setup, controls, dts, digital_output, lets, hear, multi, channel, digital, sound, compatible, dvd, discs, connected, dts, decoder, receiver, dts, decoding, compatible, sony, models, include, ta, es, es, es, de, de, receiver, must, dts, compatible, digital, sony, actually, enables, choose, basic, digital, process, lets, adjust, character, cd, sound, sharp, slow, roll, program, material, dsp, system, precise, sony, pictures, ever, know, good, sounds, ssl, console, speakers, virtual, enhanced, sound, creates, sound, rear, speakers, using, stereo, pair, digital_output, mode, audio, automatically, finds, plays, audio, track, channels, dts, dolby_digital, tracks, no, searching, menus, convenience, graphic, user_interface, menus, bit, screen, player, extended, telephone, call, television, damaged, burn, sony, screen, literally, save, television, bit, rate, display, shows, video, data, rate, bit, rate, history, audio, level, way, picture, navigation, sony, convenience, screen, menus, discs, not, dvd, remote, easy, access, dvd, functions, find, sony, shuttle, ring, menu, disc, point, click, control, operation, brands, television, dvp, remote, controls, operate, volume_control, brands, receiver, sony, shuttle, ring, unit, remote, menu, disc, control, unit, remote, multi, brand, tv, remote, remote, controls, operate, brands, television, dvp, remote, controls, operate, volume_control, brands, receiver, multi, brand, receiver, volume_control, remote, keys, remote, control, keys, glow, dark, easy, keys, outputs, component, video, output, interface, highest, possible, image_quality, keeping, video, picture, original, pr, form, video, outputs, composite, video, outputs, enables, digital, digital, connection, outboard, dolby_digital, decoding, dts, decoding, pcm, audio, conversion, digital_output, offers, superb, system, flexibility, connecting, outboard, dolby_digital, dts, decoder, pairs, analog, stereo, outputs, dolby_digital, channel, output, connection, sony, equipment, system, convenience, volume_control, video, resolution, dvd, than, tv, frequency, response, dvd, khz, pcm, hz, signal, noise, dvd, khz, pcm, dynamic, range, dvd, db, distortion, weight, lbs, dimensions","Sony DVP-S550D - Naturally, Another Sony Hit...","Sony Has Sure Come Up With Another Great Hit...This DVD Player Is The Only One You'll Ever Need To Buy...At This Price And With Features, You Can't Beat It...Below Are Features And Details For All Of Us Technical  Junkies...Alot Of These Specs Are Typical Of All DVD Players, But Sony Has  AVery Well Engineered Unit...If You're Not A Techie, Just Go And Get One At  Your Local A/V Store... Features: *Sony precision drive system;  *-Advanced SmoothScan high speed search; -. *32-bit RISC processor;  *-SmoothSlow slow-motion forward and reverse. *10-bit Video DAC with 27 MHz  processing. *Component video output (Y/PB/PR). *Digital video noise  reduction, equalizer. *Dolby digital 5.1-channel decoder with full  adjustments.  *Sony digital cinema sound modes for movie playback.  *Customfilediscmemo display lets you name CDs.  *96 kHz, 24-bit linear  PCM capability.  *DTS digital output to an outboard decoder. *CD-text and  DVD-textdisplay with compatible discs.  *5-way picture navigation for  superior menu control.  *Jog/shuttle ring; menu disc control.  *Quick dial  access to CD tracks and DVD chapters.  *DVD navigator multi-brand remote,  phosphorescent keys(These Keys Are So Cool). System:  *Plays DVD-video.  *Plays CD digital audio. Plays video CD. *Precision drive system Sony's  second-generation transport design includes dynamic focus, active tilt  control and an advanced DSP servo system for superb tracking of disc  imperfections. Also has high-speed stepping motor for fast track and  chapter access.  *Digital RF processing.  *DSP servo: adv.  *DVD-text, CD  textdisplay. Displays titles and other information with compatible DVDs.  Displays song titles, artist name and disc titles with compatible CDs.  *Customfilediscmemo.  Video:  *SmoothScan 32-bit RISC processor.  *10-bit, 27 MHz video DAC.  *Digital video noise reduction This circuit  reduces video noise-the tiny flecks and specks of unwanted color that can  detract from your picture.  *Video equalizer (Who Will Ever Use This).  *4-tap letterbox conversion.  *SmoothScan high-speed search for./rev.: adv.  Uses a 32-bit RISC microprocessor for superior scan quality in frame  advance, slow motion (at 1/10 and 1/5 speed) and high-speed search (at 2X,  10X and 30X speed)-all in forward and reverse.  *SmoothSlow forward/reverse  A refinement of SmoothScan for enhanced slow speed performance in forward  and reverse. *Frame-by-frame forward/reverse.  *DVD repeat, program,  shuffle.  *DVD resume play. Audio:  *96 kHz, 24-bit linear PCM.  *Dolby  digital 5.1-channel processing: Built-in. *Dolby digital setup controls.  *DTS digital output lets you hear multi-channel digital sound from  compatible DVD discs, when connected to a DTS decoder or an A/V receiver  with DTS decoding. Compatible Sony models include the TA-E9000ES  preamplifier, STR-DA50ES, DA30ES, DE935 and DE835 A/V receivers (Receiver  Must Be DTS Compatible).  *Variable Coefficient (VC) digital filter A Sony  breakthrough that actually enables you to choose the basic digital  filtering process. Lets you adjust the character of CD sound between  ""Sharp"" and ""Slow"" roll-off in accordance with program  material.  *DigitalCinemaSoundsystem DSP system that reproduces the  precise acoustics of acclaimed mastering stages at Sony Pictures Studios in  Hollywood (If You've Ever Been There, You Know How Good It Sounds - SSL  Console And Genelic Speakers).  *Virtual enhanced surround sound creates  the sound of rear speakers when you're only using a stereo pair. *Digital  output off mode.  *Audio priority automatically finds and plays the audio  track with the most channels -DTS or Dolby digital tracks. No more  searching through menus.  Convenience:  *Graphic user interface menus: bit  mapped. *Screen saver if you pause the player during an extended telephone  call, you projection television could be damaged by phosphor burn-in.  Sony's screen saver can literally save your television.  *Bit-rate display  shows the video data rate. *Bit-rate history.  *Audio level meter.  *5-way  picture navigation Sony convenience that generates on-screen menus for  discs-even where the producers did not.  *DVD navigator remote for easy  access to DVD functions. You'll find the Sony shuttle ring, menu disc  point-and-click control and unified operation for 38 brands of television.  The DVP-S7700 and S550D remote controls also operate the volume control for  8 brands of A/V receiver.  *Sony shuttle ring: unit, remote.  *Menu disc  control: unit, remote.  *Multi-brand TV remote These remote controls also  operate 38 brands of television. The DVP-S7700 and S550D remote controls  also operate the volume control for 8 brands of A/V receiver.  *Multi-brand  A/V receiver volume control. *Phosphorescent remote keys principal remote  control keys that glow in the dark for easy visibility (Once Again, These  Keys Impress The Ladies). Outputs:  *One component video output interface  that maintains the highest possible image quality by keeping the video  picture in its original Y/PB/PR form.  *2 s-video outputs.  *2 composite  video outputs. *Opticaldigitaloutput enables digital-to-digital  connection for outboard Dolby digital decoding, DTS decoding or PCM audio  D/A conversion. *Coaxial digital output offers superb system flexibility  when connecting outboard Dolby digital or DTS decoder.  *Two pairs of  analog stereo outputs.  *Dolby digital 5.1-channel output.  *S-linkinterface connection to other Sony A/V equipment that enhances  system convenience. *Headphoneoutput with volume control. Specifications:  Video Horizontal Resolution, DVD:greater than 500 TV linesAudio Frequency  Response (DVD, 96 kHz PCM):2 -- 44,000 Hz, 1 dBAudio Signal-to-Noise Ratio  (DVD, 96 kHz PCM):>115 dBAudio Dynamic Range, DVD:>100 dB Harmonic  Distortion:<0.0025%Weight:7 lbs., 8 oz. Dimensions:17"" x  3-3/4"" x 12""",6
9924,4.0,"great, first, time, buyer, device, diamond, rio, simply, best_bet, out, anyone, buying, mp_player, first_time, buying, gift, far, away, best_bet, macintosh, owners, others, noted, lack, ac_adapter, horrible, headphones, come, unit, may, bit, design, unit, bit, unit, extremely, small_light, portable, mind, taking, coat, pocket, although, not_quite, sure, appropriate, not_know, not, packaging, overly, large, cumbersome, device, inside, smaller_than, appears, oh, last, battery_life, pretty, short, recommend, using, sets, good, rechargeable, aa, batteries, otherwise, buying_new, batteries, every_day, rio, lot, perhaps, not, device, market, little_bit, than, options, everything, bit, better_than, competition, last, making, bit, spent, front, than, worthwhile",A Great First Time Buyer's Device,"The Diamond Rio 500 is simply the best bet out there for anyone buying a MP3 player for the first time or buying one as a gift.  It's also far and away the best bet for Macintosh owners.
As others have noted, the only  downsides are the lack of an AC adapter and the horrible headphones that  come with the unit.  This may be a bit subjective, but the design of the  unit itself is also a bit uninspiring.
The unit is, however, extremely  small, light, and portable.  You won't mind taking it with you in your coat  pocket, although I'm not quite sure if it would be appropriate for jogging  (I wouldn't know where to put it).  Don't be fooled by the packaging which  is overly large and cumbersome, the device inside is smaller than it  appears.
Oh, one last nitpick, battery life is pretty short.  I would  recommend using two sets of good rechargeable AA batteries, otherwise  you'll be buying new batteries every other day!
The Rio is a lot like an  IBM ThinkPad.  It's perhaps not the sexiest device on the market, and it's  a little bit more costly than some other options, but it does everything a  bit better than the competition and will last (making that bit more you  spent up-front more than worthwhile).",5
