doc_number;rating;text;summary_raw;review_raw;summary_tokens_length;rating_0
2070442;4;sharp, glasses, pair, already, anyone, comes, enough, share, electronics, keep, moving, next, level, not, want, wait, find, no_longer, available, wanted, spares;Sharp 2D/3D glasses;We had 2 pair already, but  if anyone comes over-2 wasn' t enough to share. As electronics keep moving on to the next level-I didn't want to wait and find they were no longer available when I wanted to get spares.;2;3
2671084;2;sometimes, works, connected, sometimes, not, sometimes, works, connected, sometimes, not, months, letters, not, function, typing, enter, letter, spell_check, stops_working, connected, disconnecting_reconnecting, usually, works;Sometimes works when connected sometimes doesn't;Sometimes works when connected and sometimes doesn't. After 6 months, some letters don't function. When I am typing I have to enter the letter p when doing spell check.  When it stops working while connected, disconnecting and reconnecting usually works.;5;1
2771109;5;good, buy, nice, wife, set, without, issue, using, usb, stick, already;Good buy;Very nice.  I got it for my wife and she set it up without any issue using a USB stick we already had.;2;4
75761;2;disappointed, huge, huge_fan, rio, product, line, owned, rio, rio, rio, volts, wildly, fantastic, products, rio, replaytv, system, another, unbelievably, great, product, wife, bought, rio_riot, anniversary, amazon_com, first, rio, product, really, par, already, big, mp, music, fan, itunes, realjukebox, installed, cannot, use, rio_riot, existing, copy, realjukebox, verified, rio, tech_support, rio_riot, simply, not, show, itunes, no_matter, many_times, installed, used, different, usb, cables, definitely, last, rio, product, no_longer, going, buy, products, confidently, realy, mp, fan, trust, advice, pass;Disappointed;I'm a huge huge fan of the Rio product line. I owned 3 Rio 300's, 2 Rio 500's, and 2 Rio Volts - these are all wildly fantastic products! I also own a Rio ReplayTV system - another unbelievably great product. My wife bought me the Rio Riot for our anniversary from Amazon.com and it's the first Rio product that really isn't up to par. I'm already a big MP3 music fan, so I have both iTunes and RealJukebox installed. You CANNOT use the Rio Riot with an existing copy of RealJukebox. I verified this with Rio tech support. The Rio Riot simply did not show up under iTunes no matter how many times I installed and used different USB cables. This definitely won't be my last Rio product, but I'm no longer going to buy their products so confidently. If you are a realy MP3 fan, you can trust my advice to pass over this one.;1;1
5289615;5;lofitech, ftw, logitech, awesome, real, cheap, work, perfectly, love, usb, work, pretty_much, laptop, computer;Lofitech FTW;Logitech is awesome, these were real cheap and they work perfectly. Love that They aren't usb so they can work with pretty much any laptop or computer.;2;4
2589581;4;exactly, advertised, great, case, function, works_flawlessly, essentially, sold, best_buy, not, look, cheap, way, tilted, display, function, requires, partial, removal, brackets, hold, ipad, case, worst, say;Exactly as Advertised;Great case. On/off function works flawlessly. Essentially the same thing sold in Best Buy for $60. Does not look cheap in any way. The tilted display function requires partial removal from the brackets that hold the iPad in the case but that is the worst thing I can say about it.;2;3
5351478;5;five_stars, worth, every_penny;Five Stars;Worth every penny!;1;4
4165878;4;great, price, much, expensive, motorola, finally_gave, taking, charge, ear_muff, design, still, allow, external, hearing, good, purpose, bike_riding, lightweight, barely, know, paired, th_generation, ipod, no, problem;Great for the price;Had a much more expensive Motorola S9 that finally gave up taking a charge. These ear muff design still allow some external hearing which is good for my purpose of bike riding. Very lightweight , barely know there on there. Paired with my 7th generation iPod with no problem.;2;3
4043255;4;great, product, issues, pivots, loose, great, product, issues, pivots, loose, need, tighten, mounting, cabinet, may, need, customized, bit, need, base, flush, recommend, need, consider, mounting;Great product, issues are the pivots do get loose ...;"Great product, issues are the pivots do get loose and you will need to re tighten.  also the mounting of under a cabinet may need to be customized a bit, you'll need to have the base be flush.
I do recommend, just need to consider mounting.";5;3
4244365;4;lined, goes, pretty_quickly, sure, bet, takes, install, screen, lined, goes, pretty, quickly, sure, bet, installation, go, lot_easier, totally, dust_free, screen;but once you get it lined up it goes pretty quickly. It is a sure bet that the ...;Takes a while to install on the screen, but once you get it lined up it goes pretty quickly. It is a sure bet that the installation will go a lot easier if you have a totally dust free screen.;5;3
5066465;2;stars, junk;Two Stars;Junk.;1;1
1630803;2;broke, right_away, not, durable;one of them broke right away;Not that durable;2;1
150851;1;not, work, apple, ear_pods, acer, tablet, monster, not, work_properly, muffled, missing, sound, connecting, apple, ear_pods, acer, tablet, following, worked, great, protronix, mm, stereo, headphone_jack, splitter, adapter, cable, perhaps, apple, protronix, connector, plugs, monster, connector, plug;Did not work with Apple Ear Pods & Acer W3 Tablet?;"Monster did not work properly (muffled with missing sound) when connecting Apple ear pods to Acer W3 Tablet, but the following worked great: Protronix 3.5mm Stereo Headphone Jack ""Y"" Splitter Adapter Cable.

Perhaps because both Apple and Protronix have 4-connector plugs and the Monster has a 3-connector plug?";6;0
4394139;4;nice, cable, great, price, works, expect, delivering, high_quality, audio, complaint, comes, out, port, easily, not, sure, cables, fault, actual, port, tv, fault;Nice cable for a great price.;Works just as I would expect delivering high quality audio. The only complaint that I have is it comes out of the port easily, however I'm not sure if it's the cables fault or the actual port on my TV's fault.;4;3
3264999;5;five_stars, works_great;Five Stars;Works great;1;4
3469284;5;great, value, great_value, money, complaint, sent, china, take, weeks, receive;Great Value;Great value for the money.  My only complaint is that they are sent from China and take a few weeks to receive.;2;4
5529171;3;three_stars, not, buttons, top, light;Three Stars;Do not like the buttons on the top. You have to have a light on to do them;1;2
3879032;2;sound, good, room, must, totally, dark, need, projector, budget, works, sound, good, room, must, totally, dark;but the sound isn't so good and the room must be totally dark;If you need a projector, and are on a budget, this works, but the sound isn't so good and the room must be totally dark.;6;1
6397742;3;pretty, good, great, product, need, lot, typing, trying, past, time, school, key_board, die, lot, home_button, keys, not, work, sometimes, than, good;Pretty good.;Great product if you need to do a lot of typing or trying to past time during school. My key board would die a lot and the home button/ some keys wouldn't work sometimes but other than that it was good.;2;2
1155932;1;star, junk;One Star;junk;1;0
70779;3;alright, seems, well_built, seen, anything, yet, than, resetting, self, sudden, no, reason;It's alright.;Seems well built, but haven't seen it doing anything yet, other than resetting it self all of a sudden for no reason.;1;2
4328088;5;exactly, described, exactly, described;Exactly as described.;Exactly as described.;2;4
4054326;5;original, real_deal, good, idea, dedicated, travel, remember, bring, office, traveling, recall, use, cost, almost, deal, back, dedicated, travel, version;just like the original;"the real deal and a good idea to have a dedicated travel one so you down;t have to remember to bring the office one when traveling. i recall when these use to cost almost $100, what a deal for a back up or dedicated travel version.";1;4
3935501;4;four_stars, exactly, described;Four Stars;Exactly as described!;1;3
5552209;1;cover, not, smoothed, out, properly, cuts, product, case, fits, great, right, middle, open, laptop, closed, shown, picture, plastic, smoothed_out, properly, gotten, many, cuts, trying, open, laptop, hope, fix;Cover not smoothed out properly, and I got cuts from the product.;The case fits great. However, right at the middle, where one would open the laptop when closed ( as shown in the picture) the plastic isn't smoothed out properly. I've gotten many cuts from just trying to open my laptop. Hope they fix it.;7;0
1061588;1;pathetic, reception, pros, good, fm_reception, stations, strong, fm, signal, clean, sound, dual, power, cons, tuner, year_old, boombox, better, sensitivity, fm, no, fine_tuning, knob, tuner, no, better_than, found, cheap, alarm_clocks, avoid, intend, listen, near, stations;Pathetic reception;"Pros:
 Good FM reception for stations with strong FM signal
 Clean sound
 Dual power

Cons:
 The tuner of my 20 year old boombox has better sensitivity on both FM and AM.
  No fine tuning knob
  AM tuner no better than one found cheap alarm clocks

Avoid unless you intend to  listen to near by stations only.";2;0
2617637;2;buffer, overrun, problems, purchased, writer, upgrade, older, lg_bluray, writer, obtain, better, performance, drive, always, fails, try, make, bluray_movies, using, corel_video, studio, always, gives, overrun, buffer, error, create, bluray, video, tried_adjusting, lowest, speed, closing, programs, maximum, performance, no_matter, tweek, system, player, fails, ruined, dozen, disc, trying, work, lg, support, gave, no, help, suggesting, try, different, media, though, problem, disc, provided, drive, older, lg, drive, continues, work, although, litlle, dated, slow;Buffer Overrun Problems;I purchased this writer as an upgrade to an older LG BluRay writer to obtain better performance.  However, this drive always fails when I try to make BluRay movies using Corel Video Studio.  It always gives me an overrun buffer error when I create a BluRay video.  I've tried adjusting to the lowest speed (4x) and closing all programs to get maximum performance, but no matter how I tweek the system the player fails.  I have ruined over a dozen disc trying to get this to work, and LG support gave me no help (their only suggesting was to try different media even though I had the same problem with the disc they provided with the drive).  My older LG drive continues to work although it is a litlle dated and slow.;3;1
1375260;2;great, gym, picked, use, gym_lifting, cardio, love, device, no, wires, quick, charge, copy, tracks, device, without, installing, software, used, generic, file, storage, not, thumb_drive, main_complaint, poor, bass, magnet, unnecessary, wish, not, not, worry, potentially, wiping, out, credit_card, anyway, wear, comfortably, lifting, jogging, jog_dial, little, sensitive, skipping_tracks, little, hard, operate, jogging, instead, zappin, functionality, rather, ability, swap, audio, types, music, audio_books, listen, music, lifting, switch, audio_books, cardio, audio, book, functionality, need, way, skip, within, track, book, auto, bookmark, really, come, out, new, version, improved, bass, storage, enough, upgrade, update, mine, died, months, probably, sweat, related, issue, great, worked;great for the gym;"I picked them up for use at the gym (lifting and cardio). I love that its only 1 device, there are no wires, and the quick charge. Also like that I can copy tracks to the device without installing any software, and it could be used as generic file storage if I didn't have a thumb drive on me. My main complaint is that it has poor bass. The magnet is also unnecessary, and I wish it did not have it, so I wouldnt have to worry about it potentially wiping out a credit card.

Anyway, I can wear them comfortably while lifting or jogging. The jog dial could be a little more sensitive when skipping tracks, because its a little hard to operate while jogging.

Instead of the Zappin functionality, I'd rather have the ability to swap audio types (e.g. music and audio books). Because I like to listen to music while lifting, and then switch to audio books for cardio. The audio book would functionality would need some way to skip within a track/book and auto bookmark.

I really like these, but if they come out with a new version, improved bass and more storage would be enough for me to upgrade.

UPDATE mine died after 3 months. probably the sweat related issue. they were great while they worked.";2;1
2916367;4;good, splitter, great, price, splitter, works, well, working, champ, outdoor, locations, weather, hardly, effected;Good splitter, great price;This splitter works very well, I got two of them and they are both working like a champ.  I have both in outdoor locations and the weather has hardly effected them at all.;4;3
1259235;3;crucial_ram, not, work, inserted, computer, seller, substitued, product, made, another, manufacturer, work, not, sure, original, problem, ram, computer, later, computer, failed, completely, sent, back, hp, repair;Crucial RAM;This did not work when I inserted into my computer. The seller substitued a product made by another manufacturer. This did work. However, I am not sure if the original problem was with the RAM or with my computer. Later, my computer failed completely, and had to be sent back to HP for repair.;1;2
296524;3;not, ge, product, beware, not, ge, cassette_adapter, listed, generic, white_label, substitute, first, car, player, kept_ejecting, tape, monkey, auto_reverse, switch, exact, time, pushed, cassette_player, order, player, not, reject, adapter, installed, sound, fine;NOT a GE product;"BEWARE!! This is NOT a GE cassette adapter as listed.
It is a generic ""white-label"" substitute.
At first when I put in my car player, it kept ejecting the tape. I had to monkey with the auto-reverse switch at the exact same time I pushed the cassette into the player in order for my player to not reject this adapter.
Once installed, the sound is fine.";3;2
3847717;3;three_stars, fast_shipping, works;Three Stars;Fast shipping and it works;1;2
2816424;3;lot, issues, syncing, laptop, lot, issues, syncing, laptop, using, software, general, able, configure, using, android_app, galaxy, make_sure, wifi, settings, time, app, setting, auto, connect;Had a lot of issues syncing with the laptop and ...;Had a lot of issues syncing with the laptop and using the software in general. I was able to configure it using the Android app with a Galaxy S4 - just make sure you have the Wifi settings on all the time and the app setting to auto connect.;4;2
1507226;3;meh, works, wire, mechanism, pulls, sometimes, unhooks, randomly, not, expect, last_long;meh;It works but the wire is thing and the mechanism that pulls it in sometimes unhooks randomly. I don't expect it will last long.;1;2
1401432;3;fun, grandkids, love, wish, turn, computer, sleep, unplug, time, rear, light, right, not, light, fixed, star;fun;We do like this ....Grandkids just love it!!!! The only thing I wish it would turn off when I put the computer to sleep, I have to unplug it each time and the one rear light on the right does not light. If these were fixed it would get a 5 star...;1;2
4610800;3;great, potential, use, less, due, interior, pouch, exterior, bag, well_made, interior, pouch, not, fully_sealed, items, slip_out;had great potential but use it less due to interior pouch;Exterior bag is well made interior pouch is not fully sealed -- items can slip out;7;2
6170029;4;great, price, tv, work, fin, every, sense, dvd, fail, read, dads, especially, copies, still, great, product;great for the price;the tv work just fin in every sense, but the dvd fail to read most dads especially copies but still great product;2;3
3604432;2;wont_stay, ears, worst, earbuds, ever, used, heavy, others, said, extremely, stiff, soon, move, head, fall_out, ears, make, awful, sound, ears, rub, anything, give, star, made, good, quality_materials, seem, last, decided, keep, give, extra, star, returning_mine, since, falsely_advertised, angled, ear_bud, shape, stays, ear, no_matter;Wont stay in ears;"These are the worst earbuds I've ever used. They are very heavy like others have said. They are extremely stiff, so as soon as you move your head they will fall out of your ears. They also make an awful sound in your ears when they rub against anything.

I'd give them 1 star, however they are made from very good quality materials and seem like they would last a while if I decided to keep them, so I give them an extra star for that. However, I will be returning mine since they were falsely advertised as ""Angled ear bud shape stays in your ear no matter what"".";2;1
5076914;3;includes, cardboard, template, installation, wall_mount, fairly_simple, straightforward, install, includes, cardboard_template, installation, find, out, studs, tape, template, start, drilling_holes, screws, solid, not, foresee, issues, things, not, not, include, enough, spacers, comes, types, spacers, case, needed, thicker_than, thinnest, provided, not, thick, spacer, sony_bravia, xbr, additionally, lose, spacer, no, spare, finally, nothing, preventing, someone, pushing, tv, sideways, since, no, stops, either, side, bracket, words, push, tv, little, too_much, side, fall, surprised, no, stop, sides, prevent;I like that it includes a cardboard template for installation;"This wall mount is fairly simple and it is straightforward to install. I like that it includes a cardboard template for installation. Once you find out where the studs are, you can tape the template and start drilling the holes for the screws. It is solid and I do not foresee issues with it. The things that I do not like is that it does not include enough spacers. It comes with 2 types of spacers. In my case, I needed something thicker than the thinnest it provided, but not as thick as the other spacer. I have a Sony Bravia (XBR 4K 75"" 2018). Additionally, if you lose one spacer, there is no spare.
Finally, there is nothing preventing someone from pushing the TV sideways since there are no stops on either side of the bracket. In other words, if you push the TV a little too much to the side, it will just fall off. I'm surprised there is no stop on the sides to prevent this.";4;2
1416256;3;three_stars, feels_cheap, hopefully, hold;Three Stars;It feels cheap but hopefully it will hold up.;1;2
3139345;5;definitely_recommend, product, thin, lightweight, keys, apart, than, typical, laptop, making, far, easier, type, key, mechanism, neither, crisp, nor, mushy, bit, soft, side, quiet, expected, windows, keys, provided, included, keypad, mouse, quiet, buttons, wheel, note, buttons, big, cords, long, plenty, enough, normal, use, definitely_recommend, product, either, primary, spare, peripherals;I definitely recommend this product;Very thin and lightweight. The keys are further apart than those on a typical laptop, making it far easier to type. The key mechanism is neither crisp nor mushy: a bit on the soft side and quiet. All expected windows keys are provided, included the keypad. The mouse is also quiet. It has two buttons and a wheel. Note that the two buttons are big. Both cords are long, plenty enough for normal use. I definitely recommend this product, either for primary or spare peripherals.;2;4
5078900;5;makes, old, computer, looks, new, clasp, makes, old, computer, looks, new, clasp, way, underneath, recommends, use, mouse;makes my old computer looks new. The clasp is ...;makes my old computer looks new. The clasp is in a way but i just put it underneath. Recommends to use a mouse;6;4
3033133;1;great, device, too, bad, support, bought, amazon, site, came, without, hmdi, vga_adapter, thebox, worst_part, contacted_acer, told, warranty, already, sent, proof, purchase, twice, still, system, not, taking, really, need, support, soon, possible;Great device, too bad its support;I bought this on amazon site, it came without the HMDI to VGA adapter in thebox, but the worst part is that when i contacted ACER they told me it warranty was already over. I sent them the proof of purchase twice, and still their system is not taking it. And I really need to get the support as soon as possible.;5;0
6039637;2;remote, pretty_lame, came, new, lg_tv, remote, pretty_lame, came, new, lg_tv, limited, functions, unwieldy, rf, not, ir, real, universal_remote, cannot, learn;This remote is pretty lame. It came with my new LG tv;This remote is pretty lame. It came with my new LG tv. Limited functions, unwieldy. Also, its RF not IR so a real universal remote cannot learn from it.;5;1
5632980;1;not, returned, not, pair, no, help, company, repeated_calls, help;Don't do it;Returned. Would not pair. No help from the company after repeated calls for help.;1;0
6238798;5;great, love, samsung, best;great;love it, Samsung is the best;1;4
4901885;5;valley, antenna, picks, available, stations, beautifully, easy, hook, live, knoxville_tn, valley, antenna_picks, available, stations, beautifully, easy, hook, small, unobtrusive, perfect, strongly_recommend, antenna;(valley) this antenna picks up all the available stations beautifully. Easy hook up;I live in Knoxville,Tn. (valley) this antenna picks up all the available stations beautifully. Easy hook up, small unobtrusive, just perfect. I would strongly recommend this antenna.;8;4
864299;1;beware, not, rg_cable, tv, cable, per, manufacturer, device, center_conductor, coax_cable, used, product, not, larger_than, inches, eg_rg, suitable, adapters, must, used, center_pin, conforming, inches, requirement, eg_rg, rg, translation, protector, made, rg_cable, center_conductor, not, rg_cable, everyone, uses, today, catv, center_conductor;Beware, NOT for RG6 (cable tv) cable!;"As per the manufacturer of this device ""The center conductor of coax cable used with this product should not be larger than .040 inches (eg. RG59). Suitable adapters must be used that have center pin conforming to .040 inches requirement (eg. RG6, RG11)"".  Translation -- this protector is made for RG59 cable (has 0.0320"" center conductor), **NOT** RG6 cable (which everyone uses today for CATV, has 0.0403"" center conductor).";5;0
53876;1;let, high_expectations, machine, let, product, idea, great, expecting, quality, biggest, issues, not, always, work, sometimes, heat, wait, least, hour, start, working, times, needed, unplug, plug, unplug, plug, power, back, actually, work, free, month, subscription, comes, not, work, tried_contacting, customer_service, via_email, clicked, email, link, directly, tried, send, email_bounced, back, customer_service, non_existent, really, bothered, build_quality, best, seems, drop, good, time, suppose, portable, plan, taking, around, nervous, feels, really, looking_forward, using, permanent, twitch_streamer, game, recorder, not, seem, thats, happening;What A Let Down.;"I had such high expectations for this machine, and was let down with the product. The idea was great, but for $100+ i was expecting quality. My biggest issues are:
1. It does not always work. It sometimes over heat, and you have to wait at least an hour before the thing can start working again. There has been times where i needed to unplug, plug, unplug, and plug the power back in for this thing to actually work.
2. The free one month subscription that comes with the C875 did NOT work. I tried contacting the customer service via email. I clicked the email link directly, and when i tried to send the email it bounced back. Customer service was non existent, and that really bothered me.
3. The build quality isn't the best. It seems to me like if i drop this one good time it's over. It's suppose to be portable so i plan on taking it around, but you get nervous because of how it feels.
I really was looking forward to using the C875 as my permanent twitch streamer, and game recorder but it does not seem like thats happening.";1;0
1646103;4;four_stars;Four Stars;A;1;3
1438205;4;good, thermal_compound, debate, rage, forever, using, synthetic, metal, based, compound, artic_silver, personally, not, see, much, reason, use, either, aside, synthetic, not, conductive, overall, decent, product;Good Thermal Compound;The debate will rage on forever about using a synthetic like this or some metal based compound like Artic Silver.  I personally don't see much of a reason to use either one over the other aside from the synthetic not being conductive.  Overall a decent product.;2;3
5297470;2;awesome, every_way, except, short, talk, playtime, headphones, arrived, time, securely_packaged, liked, looked, unpacked, charged, battery, impressed, loud, hey, clarity, music, sound, great, still, hear, understand, people_talking, ears, problem, deal_breaker, battery, want, hold_charge, than, thirty_minutes, use, let, charge, night, still, problem, returning, reorder, make_sure, not, lemon;Awesome in every way except short talk/playtime.;Headphones arrived on time, securely packaged, and I liked how they looked. Unpacked them, charged the battery up and I was so impressed with how loud hey were but with clarity also. Music sound great with them and you can still hear & understand people talking to you with them in your ears. The one problem which is a deal breaker is that the battery want hold a charge for more than thirty minutes of use. I've let them charge all night and I still have the same problem. I am returning them but I will reorder just to make sure that I didn't just get a lemon.;6;1
6652282;2;worked, great, read, bought, card, years_ago, worked, well, last_year, card, decided, permanently, read, tried, every, trick, book, go, back, read_write, no_avail, tried, phone, computers, cameras, tablets, results, sadly, bought, another, big, name, place, online, mention, name, starts, bh, keep, mind, buy, sandisk, brand, sd, microsd_cards, first, out, gone, bad, not, sure, fluke, bad_batch, bad, design, model, sdsqunc, ia, regardless, still, buy, sandisk;Worked great for a while, but it's now READ-ONLY;"I bought this card a few years ago, and it worked well until last year when the card decided it was permanently read-only. I tried every trick in the book to get it to go back to read/write, but to no avail.  I tried it in my phone, my computers, my cameras, and my tablets, but got the same results.  Sadly, I bought it from another big name place online, I won't mention the name, but it starts with BH...

Keep in mind, I only buy Sandisk brand of SD and microSD cards. This is the first one out of about 30 that's gone bad. Not sure if it was a fluke, a bad batch, or a bad design of this model (SDSQUNC-064G-AN6IA). Regardless, I'll still only buy Sandisk.";3;1
899862;2;dead, month, year_warranty, drive, died, exactly, month, week, year_warranty, no, joke, bought, october_november, dead;Dead one month after 3-year warranty.;My drive died exactly 1 month and 1 week after the 3 year warranty.  No joke.  I bought it October 2010 and it's now November 2013.  Dead.;3;1
1740139;5;hit, xmas, purchased, different_colors, grandchildren, distinguish, another, use, time;the hit of xmas;I purchased different colors so the 4 grandchildren could distinguish them from one another. They use them all the time.;2;4
82167;5;no, way, camera, hit, inside, bag, bag, bigger_than, thought, no, way, camera, damaged, hit, inside, good, quality, fabric, strong, bag, lot, little, pockets, great, batteries, extra, flash_memory, recomend;There's no way the camera get hit when inside of the bag;"The bag is bigger than I thought, but there's no way the camera get damaged or hit when is inside it.

Good quality, the fabric is very strong and the bag has a lot of little pockets which is great to put the batteries, an extra flash memory, etc.

I do recomend it

[...]";6;4
187754;1;apex, full, thieves, apex_digital, products, often, fail_within, first, year, horrible, customer_service, false_advertising, fail, honor_warranties, not, care, consumer, based, past_years, experience, virtually_nothing, stop, buying, products, please_check, better, business_bureau, search, apex_digital, see, rating, better, business_bureau, given, saving, dollars, not, worth, hassle, cause;Apex is full of thieves;"Apex Digital products often fail within the first year.  They have horrible customer service, false advertising, and fail to honor their warranties.  They do not care about the consumer and based on my past 1.5 years of experience there is virtually nothing we can do about it but stop buying their products.

Please check [...] (Better Business Bureau) and search for Apex Digital to see the F rating the better business bureau has given them.  Saving 10-15 dollars is not worth the hassle they cause.";3;0
4890432;5;five_stars, works, described;Five Stars;works as described;1;4
1386842;4;insanely, quiet, extremely_quiet, dead_silent, moves_air, well, enough, silent, downside, think, variable, deal_breaker, want, silent, fan, quiet, gets;Insanely quiet!;Extremely quiet. Like dead silent. Moves air well enough for how silent it is! Only downside I can think of its that it isn't variable. But that isn't a deal breaker. If you want a silent fan, this one is as quiet as it gets.;2;3
6408806;3;three_stars, nice;Three Stars;Nice;1;2
3236435;2;dumb, compare, look, old_harmony, not, find, true, bargain, elsewhere, month, new, elite, older, read, debating, not, want, spoiler, gone, road, model, attempted, streamline, older, effective, harmony, yes, smaller, sexy, haptic, screen, moved, dvr, buttons, use, time, top, remote, take, look, ffwd, play, rewind_buttons, screen, require, awkward, finger, walk, hand, trick, quick_glance, access, dumb, compare, look, old, harmony, buy, ebay, new, harmony_elite, buttons, use, within, easy, reach, thumb, without, looking, thankfully, logitech, realized, error, moved, dvr, dvd, buttons, back, within, reach, belong, yes, elite, twice, much, remote, use, almost_every, day, worth, not, frustrated, bargain, sayin, find, old, harmony, buy, still, avail, used, may, end, replacing, battery, easy, love, bigger, works_great, new, elite, want, sleep, bomb;Just dumb. (To compare look at the old Harmony One ...;Don't do it even if you find it for a true bargain elsewhere this month.  Get the new Elite or older One. Read on if you're debating.  I don't want to be a spoiler but I've gone down this road. This model attempted to streamline the older, but EFFECTIVE Harmony One. Yes, this is smaller and has a sexy haptic screen BUT...  it moved the DVR buttons you use ALL THE TIME to the top of the remote. Take a look. All the ffwd, play, rewind buttons are above the screen and require and awkward finger walk or hand trick and a quick glance to access.  Just dumb.  (To compare look at the old Harmony One - buy it if you can get it on ebay - or the new Harmony Elite. The buttons you use are all within easy reach of your thumb without even looking down). Thankfully Logitech realized the error and moved the DVR/DVD buttons back down within reach where they belong. Yes, the Elite is twice as much, but for a remote you'll use almost every day - worth not being frustrated with your bargain.  Just sayin'. If you can find an old Harmony One, buy it. Still avail used. You may end up replacing the battery, but that's easy. You'll love it. It's bigger, but it works great. Or get the new Elite. You'll want to sleep with it. The bomb.;4;1
2673595;3;works, inhibit, opening, mac, air, greater_than, degree_angle, lying, want, pull, top, back, farther_than, straight, suppose, pop, cover, point, experimented, annoying, going, going, airplane, tuesday, shall_see, prevents, tilting, screen, way, want, watch_movie, plane, edit, september, took, mac, air, couple_weeks, felt, inhibiting, opening_closing, mac, not, feel, supposed, prefer, skin, sleeve, transporting, anywhere;Works;"I like it. It does inhibit opening my Mac Air to the greater than 45 degree angle. So if you are lying down and want to pull the top back farther than straight up and down, you can't.  I suppose you could just pop the cover off at that point. I just got it, and so haven't experimented with how annoying that is going to be. I will be going on an airplane on Tuesday, so we shall see if it prevents tilting the screen the way I want to watch the movie on the plane....

edit September 2014: I took this off my Mac Air after a couple of weeks.  It felt like it was inhibiting the opening and closing of my Mac, and it didn't feel like it was supposed to do that. I prefer it with it off, and I have a skin sleeve I put it in when transporting it anywhere.";1;2
5798161;5;good, good;good;good;1;4
2411990;3;three_stars, strap, not, stay, tight, not, trust;Three Stars;Strap doesn't stay tight. Wouldn't trust it.;1;2
2210497;4;work, great, decide, not, used, date, far, replace, work, great, decide, not, always, try, dedicated_graphics, situations, easier, departments, monitors, per, workstation, way, additional, otherwise, tough, expensive;They work great until they decide not to;"used 7 of these to date, and so far have had to replace two.  They work great until they decide not to.

When i can i always try and get dedicated graphics but some situations these are easier.

A few departments here like 3 or more monitors per workstation and this has been a way to get an additional one in where it otherwise can be tough or expensive.";4;3
468098;3;three_stars, power, plug, remove, wrinkles, make, look, younger;Three Stars;its a power plug...  !!!  won't remove the wrinkles or make you look younger...!!!;1;2
3366733;1;forget, case, case, simply, protective_sheet, magnets, either, end, stays, less, protect, screen, not, act, stand, pictured, disappointed;Forget the case!;"""CASE"" is simply a protective sheet w/ magnets at either end. Stays put more or less to protect the screen, but NOT to act as a stand as pictured. VERY disappointed";2;0
